island,site,date,type,number,result,ground,predation
guam,anao,1-Aug-13,native,44,n,n,0
guam,anao,1-Aug-13,native,45,n,n,0
guam,anao,1-Aug-13,native,46,n,n,0
guam,anao,1-Aug-13,native,47,n,n,0
guam,anao,1-Aug-13,native,48,n,n,0
guam,anao,1-Aug-13,native,49,n,n,0
guam,anao,1-Aug-13,native,50,n,n,0
guam,anao,1-Aug-13,native,51,n,n,0
guam,anao,1-Aug-13,native,52,n,n,0
guam,anao,1-Aug-13,native,53,n,n,0
guam,anao,1-Aug-13,native,54,n,n,0
guam,anao,1-Aug-13,native,55,n,n,0
guam,anao,1-Aug-13,native,56,n,n,0
guam,anao,1-Aug-13,native,57,n,n,0
guam,anao,1-Aug-13,native,59,n,n,0
guam,anao,1-Aug-13,native,60,n,n,0
guam,anao,1-Aug-13,native,61,n,n,0
guam,anao,1-Aug-13,native,62,n,n,0
guam,anao,1-Aug-13,native,63,n,n,0
guam,anao,1-Aug-13,native,64,n,n,0
guam,anao,1-Aug-13,native,65,n,n,0
guam,anao,1-Aug-13,native,66,n,n,0
guam,anao,1-Aug-13,native,67,n,n,0
guam,anao,1-Aug-13,native,69,n,n,0
guam,anao,1-Aug-13,native,71,n,n,0
guam,anao,1-Aug-13,native,72,n,n,0
guam,anao,1-Aug-13,native,74,n,n,0
guam,anao,1-Aug-13,native,75,n,n,0
guam,anao,1-Aug-13,native,76,n,n,0
guam,anao,1-Aug-13,native,77,n,n,0
guam,anao,1-Aug-13,native,78,n,n,0
guam,anao,1-Aug-13,native,79,n,n,0
guam,anao,1-Aug-13,native,80,n,n,0
guam,anao,1-Aug-13,native,81,n,n,0
guam,anao,1-Aug-13,native,82,n,n,0
guam,anao,1-Aug-13,native,83,n,n,0
guam,anao,1-Aug-13,native,84,n,n,0
guam,anao,1-Aug-13,native,85,n,n,0
guam,anao,1-Aug-13,native,86,n,n,0
guam,anao,1-Aug-13,native,87,n,n,0
guam,anao,1-Aug-13,native,88,n,n,0
guam,anao,1-Aug-13,native,89,n,n,0
guam,anao,1-Aug-13,native,90,n,n,0
guam,anao,1-Aug-13,native,91,n,n,0
guam,anao,1-Aug-13,native,92,n,n,0
guam,anao,1-Aug-13,native,93,n,n,0
guam,anao,1-Aug-13,native,94,n,n,0
guam,anao,1-Aug-13,native,95,n,n,0
guam,anao,1-Aug-13,native,96,n,n,0
guam,anao,1-Aug-13,native,97,n,n,0
guam,anao,1-Aug-13,native,98,n,n,0
guam,anao,1-Aug-13,native,99,n,n,0
guam,anao,1-Aug-13,native,100,n,n,0
guam,anao,1-Aug-13,native,101,n,n,0
guam,anao,1-Aug-13,native,102,n,n,0
guam,anao,1-Aug-13,native,103,n,n,0
guam,anao,1-Aug-13,native,104,n,n,0
guam,anao,1-Aug-13,native,105,n,n,0
guam,anao,1-Aug-13,native,107,n,n,0
guam,anao,1-Aug-13,native,108,n,n,0
guam,anao,1-Aug-13,native,109,n,n,0
guam,anao,1-Aug-13,native,110,n,n,0
guam,anao,1-Aug-13,native,111,n,n,0
guam,anao,1-Aug-13,native,112,n,n,0
guam,anao,1-Aug-13,native,113,n,n,0
guam,anao,1-Aug-13,native,114,n,n,0
guam,anao,1-Aug-13,native,115,n,n,0
guam,anao,1-Aug-13,native,116,n,n,0
guam,anao,1-Aug-13,native,118,n,n,0
guam,anao,1-Aug-13,native,119,n,n,0
guam,anao,1-Aug-13,native,120,n,n,0
guam,anao,1-Aug-13,native,121,n,n,0
guam,anao,1-Aug-13,native,122,n,n,0
guam,anao,1-Aug-13,native,123,n,n,0
guam,anao,1-Aug-13,native,124,n,n,0
guam,anao,1-Aug-13,native,126,n,n,0
guam,anao,1-Aug-13,native,127,n,n,0
guam,anao,1-Aug-13,native,128,n,n,0
guam,anao,1-Aug-13,native,129,n,n,0
guam,anao,1-Aug-13,native,131,n,n,0
guam,anao,1-Aug-13,native,132,n,n,0
guam,anao,1-Aug-13,native,133,n,n,0
guam,anao,1-Aug-13,native,134,n,n,0
guam,anao,1-Aug-13,native,135,n,n,0
guam,anao,1-Aug-13,native,136,n,n,0
guam,anao,1-Aug-13,native,137,n,n,0
guam,anao,1-Aug-13,native,138,n,n,0
guam,anao,1-Aug-13,native,139,n,n,0
guam,anao,1-Aug-13,native,140,n,n,0
guam,anao,1-Aug-13,native,142,n,n,0
guam,anao,1-Aug-13,native,143,n,n,0
guam,anao,1-Aug-13,native,144,n,n,0
guam,anao,1-Aug-13,native,145,n,n,0
guam,anao,1-Aug-13,native,146,n,n,0
guam,anao,1-Aug-13,native,148,n,n,0
guam,anao,1-Aug-13,native,149,n,n,0
guam,anao,1-Aug-13,native,150,n,n,0
guam,anao,1-Aug-13,native,151,n,n,0
guam,anao,1-Aug-13,native,152,n,n,0
rota,grvp,16-Jul-13,native,127,n,n,0
rota,palii,16-Jul-13,native,108,n,n,0
rota,palii,16-Jul-13,native,113,n,y,0
rota,grvp,16-Jul-13,native,74,n,y,0
rota,tweksberry,17-Jul-13,disturbed,104,n,n,0
saipan,naftan,5-Jul-13,disturbed,103,n,n,0
guam,twolovers,31-Jul-13,disturbed,135,n,n,0
guam,southblas,31-Jul-13,native,104,n,n,0
guam,southblas,31-Jul-13,native,145,n,n,0
guam,marbo,1-Aug-13,disturbed,107,n,n,0
guam,anao,1-Aug-13,native,40,n,n,0
guam,anao,1-Aug-13,native,117,n,n,0
rota,palii,16-Jul-13,native,4,y,n,5
rota,palii,16-Jul-13,native,5,y,n,5
rota,palii,16-Jul-13,native,25,y,n,3
rota,palii,16-Jul-13,native,26,y,n,5
rota,palii,16-Jul-13,native,30,y,n,5
rota,palii,16-Jul-13,native,33,y,y,3
rota,palii,16-Jul-13,native,35,y,n,5
rota,palii,16-Jul-13,native,47,y,y,5
rota,palii,16-Jul-13,native,49,y,n,1
rota,palii,16-Jul-13,native,50,y,n,5
rota,palii,16-Jul-13,native,52,y,n,5
rota,palii,16-Jul-13,native,53,y,n,5
rota,palii,16-Jul-13,native,56,y,n,5
rota,palii,16-Jul-13,native,60,y,n,5
rota,palii,16-Jul-13,native,64,y,n,5
rota,palii,16-Jul-13,native,67,y,n,5
rota,palii,16-Jul-13,native,70,y,y,5
rota,palii,16-Jul-13,native,75,y,n,5
rota,palii,16-Jul-13,native,81,y,n,5
rota,palii,16-Jul-13,native,85,y,n,5
rota,palii,16-Jul-13,native,92,y,n,1
rota,palii,16-Jul-13,native,94,y,n,1
rota,palii,16-Jul-13,native,98,y,n,5
rota,palii,16-Jul-13,native,99,y,n,5
rota,palii,16-Jul-13,native,111,y,n,1
rota,palii,16-Jul-13,native,120,y,n,5
rota,palii,16-Jul-13,native,127,y,y,4
rota,palii,16-Jul-13,native,130,y,n,5
rota,palii,16-Jul-13,native,137,y,n,5
rota,palii,16-Jul-13,native,138,y,n,4
rota,palii,16-Jul-13,native,146,y,n,1
rota,grvp,16-Jul-13,native,1,y,n,1
rota,grvp,16-Jul-13,native,8,y,n,1
rota,grvp,16-Jul-13,native,10,y,n,5
rota,grvp,16-Jul-13,native,13,y,n,5
rota,grvp,16-Jul-13,native,25,y,n,4
rota,grvp,16-Jul-13,native,28,y,n,2
rota,grvp,16-Jul-13,native,35,y,n,1
rota,grvp,16-Jul-13,native,49,y,n,4
rota,grvp,16-Jul-13,native,50,y,n,2
rota,grvp,16-Jul-13,native,81,y,n,1
rota,grvp,16-Jul-13,native,83,y,y,1
rota,grvp,16-Jul-13,native,85,y,n,1
rota,grvp,16-Jul-13,native,87,y,n,1
rota,grvp,16-Jul-13,native,90,y,n,1
rota,grvp,16-Jul-13,native,122,y,n,1
rota,grvp,16-Jul-13,native,134,y,n,1
rota,grvp,16-Jul-13,native,140,y,n,1
rota,grvp,16-Jul-13,native,146,y,n,1
rota,tweksberry,17-Jul-13,disturbed,1,y,n,2
rota,tweksberry,17-Jul-13,disturbed,11,y,n,2
rota,tweksberry,17-Jul-13,disturbed,12,y,n,2
rota,tweksberry,17-Jul-13,disturbed,13,y,n,2
rota,tweksberry,17-Jul-13,disturbed,15,y,n,2
rota,tweksberry,17-Jul-13,disturbed,21,y,n,2
rota,tweksberry,17-Jul-13,disturbed,22,y,n,2
rota,tweksberry,17-Jul-13,disturbed,23,y,n,2
rota,tweksberry,17-Jul-13,disturbed,26,y,n,2
rota,tweksberry,17-Jul-13,disturbed,33,y,n,2
rota,tweksberry,17-Jul-13,disturbed,35,y,n,2
rota,tweksberry,17-Jul-13,disturbed,36,y,n,2
rota,tweksberry,17-Jul-13,disturbed,38,y,n,2
rota,tweksberry,17-Jul-13,disturbed,40,y,n,2
rota,tweksberry,17-Jul-13,disturbed,42,y,n,2
rota,tweksberry,17-Jul-13,disturbed,50,y,n,2
rota,tweksberry,17-Jul-13,disturbed,55,y,n,2
rota,tweksberry,17-Jul-13,disturbed,61,y,n,2
rota,tweksberry,17-Jul-13,disturbed,70,y,y,2
rota,tweksberry,17-Jul-13,disturbed,75,y,n,2
rota,tweksberry,17-Jul-13,disturbed,80,y,y,2
rota,tweksberry,17-Jul-13,disturbed,82,y,n,2
rota,tweksberry,17-Jul-13,disturbed,85,y,n,2
rota,tweksberry,17-Jul-13,disturbed,102,y,n,2
rota,tweksberry,17-Jul-13,disturbed,103,y,n,2
rota,tweksberry,17-Jul-13,disturbed,108,y,n,2
rota,tweksberry,17-Jul-13,disturbed,109,y,n,5
rota,tweksberry,17-Jul-13,disturbed,114,y,n,2
rota,tweksberry,17-Jul-13,disturbed,123,y,n,2
rota,tweksberry,17-Jul-13,disturbed,132,y,y,1
rota,tweksberry,17-Jul-13,disturbed,136,y,n,2
rota,tweksberry,17-Jul-13,disturbed,138,y,n,2
rota,tweksberry,17-Jul-13,disturbed,139,y,n,2
rota,tweksberry,17-Jul-13,disturbed,140,y,n,2
rota,tweksberry,17-Jul-13,disturbed,145,y,n,2
rota,tweksberry,17-Jul-13,disturbed,149,y,n,2
rota,calvo,18-Jul-13,disturbed,2,y,n,4
rota,calvo,18-Jul-13,disturbed,4,y,n,5
rota,calvo,18-Jul-13,disturbed,9,y,n,5
rota,calvo,18-Jul-13,disturbed,19,y,n,1
rota,calvo,18-Jul-13,disturbed,29,y,n,4
rota,calvo,18-Jul-13,disturbed,31,y,n,5
rota,calvo,18-Jul-13,disturbed,43,y,n,5
rota,calvo,18-Jul-13,disturbed,61,y,n,5
rota,calvo,18-Jul-13,disturbed,77,y,n,5
rota,calvo,18-Jul-13,disturbed,79,y,n,4
rota,calvo,18-Jul-13,disturbed,81,y,n,5
rota,calvo,18-Jul-13,disturbed,104,y,n,4
rota,calvo,18-Jul-13,disturbed,116,y,n,5
rota,calvo,18-Jul-13,disturbed,124,y,n,4
rota,calvo,18-Jul-13,disturbed,125,y,n,4
rota,calvo,18-Jul-13,disturbed,133,y,n,1
rota,calvo,18-Jul-13,disturbed,136,y,n,4
rota,calvo,18-Jul-13,disturbed,143,y,n,3
rota,calvo,18-Jul-13,disturbed,144,y,n,5
saipan,ladtd,3-Jul-13,disturbed,6,y,n,1
saipan,ladtd,3-Jul-13,disturbed,16,y,n,2
saipan,ladtd,3-Jul-13,disturbed,18,y,n,2
saipan,ladtd,3-Jul-13,disturbed,21,y,n,2
saipan,ladtd,3-Jul-13,disturbed,40,y,n,2
saipan,ladtd,3-Jul-13,disturbed,41,y,n,3
saipan,ladtd,3-Jul-13,disturbed,43,y,n,2
saipan,ladtd,3-Jul-13,disturbed,45,y,n,5
saipan,ladtd,3-Jul-13,disturbed,48,y,n,3
saipan,ladtd,3-Jul-13,disturbed,51,y,n,3
saipan,ladtd,3-Jul-13,disturbed,57,y,n,5
saipan,ladtd,3-Jul-13,disturbed,61,y,n,5
saipan,ladtd,3-Jul-13,disturbed,62,y,n,2
saipan,ladtd,3-Jul-13,disturbed,64,y,n,3
saipan,ladtd,3-Jul-13,disturbed,77,y,n,1
saipan,ladtd,3-Jul-13,disturbed,78,y,n,3
saipan,ladtd,3-Jul-13,disturbed,87,y,n,2
saipan,ladtd,3-Jul-13,disturbed,94,y,n,1
saipan,ladtd,3-Jul-13,disturbed,96,y,n,2
saipan,ladtd,3-Jul-13,disturbed,97,y,n,2
saipan,ladtd,3-Jul-13,disturbed,98,y,n,2
saipan,ladtd,3-Jul-13,disturbed,100,y,n,5
saipan,ladtd,3-Jul-13,disturbed,112,y,n,2
saipan,ladtd,3-Jul-13,disturbed,115,y,n,5
saipan,ladtd,3-Jul-13,disturbed,152,y,n,3
saipan,naftan,5-Jul-13,disturbed,3,y,n,3
saipan,naftan,5-Jul-13,disturbed,5,y,n,2
saipan,naftan,5-Jul-13,disturbed,6,y,n,2
saipan,naftan,5-Jul-13,disturbed,8,y,n,2
saipan,naftan,5-Jul-13,disturbed,11,y,n,2
saipan,naftan,5-Jul-13,disturbed,12,y,n,
saipan,naftan,5-Jul-13,disturbed,15,y,n,2
saipan,naftan,5-Jul-13,disturbed,19,y,n,2
saipan,naftan,5-Jul-13,disturbed,20,y,n,2
saipan,naftan,5-Jul-13,disturbed,21,y,n,2
saipan,naftan,5-Jul-13,disturbed,23,y,n,2
saipan,naftan,5-Jul-13,disturbed,24,y,n,2
saipan,naftan,5-Jul-13,disturbed,25,y,n,2
saipan,naftan,5-Jul-13,disturbed,28,y,n,5
saipan,naftan,5-Jul-13,disturbed,29,y,n,2
saipan,naftan,5-Jul-13,disturbed,30,y,n,2
saipan,naftan,5-Jul-13,disturbed,35,y,n,2
saipan,naftan,5-Jul-13,disturbed,38,y,n,2
saipan,naftan,5-Jul-13,disturbed,39,y,n,1
saipan,naftan,5-Jul-13,disturbed,47,y,y,5
saipan,naftan,5-Jul-13,disturbed,49,y,n,2
saipan,naftan,5-Jul-13,disturbed,50,y,n,2
saipan,naftan,5-Jul-13,disturbed,52,y,n,2
saipan,naftan,5-Jul-13,disturbed,56,y,n,2
saipan,naftan,5-Jul-13,disturbed,60,y,n,2
saipan,naftan,5-Jul-13,disturbed,61,y,n,2
saipan,naftan,5-Jul-13,disturbed,62,y,n,2
saipan,naftan,5-Jul-13,disturbed,66,y,n,1
saipan,naftan,5-Jul-13,disturbed,69,y,n,5
saipan,naftan,5-Jul-13,disturbed,70,y,n,2
saipan,naftan,5-Jul-13,disturbed,71,y,n,1
saipan,naftan,5-Jul-13,disturbed,73,y,n,2
saipan,naftan,5-Jul-13,disturbed,75,y,n,2
saipan,naftan,5-Jul-13,disturbed,78,y,n,2
saipan,naftan,5-Jul-13,disturbed,79,y,n,2
saipan,naftan,5-Jul-13,disturbed,80,y,n,2
saipan,naftan,5-Jul-13,disturbed,83,y,n,2
saipan,naftan,5-Jul-13,disturbed,86,y,n,2
saipan,naftan,5-Jul-13,disturbed,87,y,n,2
saipan,naftan,5-Jul-13,disturbed,90,y,n,2
saipan,naftan,5-Jul-13,disturbed,93,y,n,2
saipan,naftan,5-Jul-13,disturbed,94,y,n,2
saipan,naftan,5-Jul-13,disturbed,96,y,n,2
saipan,naftan,5-Jul-13,disturbed,98,y,n,2
saipan,naftan,5-Jul-13,disturbed,101,y,n,2
saipan,naftan,5-Jul-13,disturbed,104,y,n,5
saipan,naftan,5-Jul-13,disturbed,105,y,n,5
saipan,naftan,5-Jul-13,disturbed,106,y,n,5
saipan,naftan,5-Jul-13,disturbed,110,y,y,3
saipan,naftan,5-Jul-13,disturbed,111,y,n,2
saipan,naftan,5-Jul-13,disturbed,113,y,n,2
saipan,naftan,5-Jul-13,disturbed,114,y,n,2
saipan,naftan,5-Jul-13,disturbed,123,y,n,3
saipan,naftan,5-Jul-13,disturbed,125,y,n,5
saipan,naftan,5-Jul-13,disturbed,127,y,y,2
saipan,naftan,5-Jul-13,disturbed,128,y,n,2
saipan,naftan,5-Jul-13,disturbed,129,y,n,2
saipan,naftan,5-Jul-13,disturbed,131,y,n,3
saipan,naftan,5-Jul-13,disturbed,132,y,n,1
saipan,naftan,5-Jul-13,disturbed,138,y,n,1
saipan,naftan,5-Jul-13,disturbed,140,y,n,2
saipan,naftan,5-Jul-13,disturbed,142,y,n,2
saipan,naftan,5-Jul-13,disturbed,143,y,n,3
saipan,naftan,5-Jul-13,disturbed,144,y,n,2
saipan,naftan,5-Jul-13,disturbed,145,y,n,2
saipan,naftan,5-Jul-13,disturbed,147,y,n,2
saipan,ladtdn,5-Jul-13,native,1,y,n,1
saipan,ladtdn,5-Jul-13,native,2,y,n,2
saipan,ladtdn,5-Jul-13,native,8,y,n,1
saipan,ladtdn,5-Jul-13,native,11,y,n,4
saipan,ladtdn,5-Jul-13,native,14,y,n,1
saipan,ladtdn,5-Jul-13,native,15,y,n,4
saipan,ladtdn,5-Jul-13,native,20,y,n,4
saipan,ladtdn,5-Jul-13,native,21,y,n,4
saipan,ladtdn,5-Jul-13,native,25,y,n,2
saipan,ladtdn,5-Jul-13,native,27,y,n,2
saipan,ladtdn,5-Jul-13,native,29,y,n,4
saipan,ladtdn,5-Jul-13,native,35,y,n,1
saipan,ladtdn,5-Jul-13,native,36,y,n,1
saipan,ladtdn,5-Jul-13,native,37,y,n,2
saipan,ladtdn,5-Jul-13,native,43,y,n,5
saipan,ladtdn,5-Jul-13,native,54,y,n,1
saipan,ladtdn,5-Jul-13,native,67,y,n,5
saipan,ladtdn,5-Jul-13,native,70,y,n,4
saipan,ladtdn,5-Jul-13,native,77,y,n,4
saipan,ladtdn,5-Jul-13,native,79,y,n,4
saipan,ladtdn,5-Jul-13,native,86,y,n,4
saipan,ladtdn,5-Jul-13,native,87,y,n,4
saipan,ladtdn,5-Jul-13,native,99,y,n,5
saipan,ladtdn,5-Jul-13,native,104,y,n,5
saipan,ladtdn,5-Jul-13,native,106,y,n,2
saipan,ladtdn,5-Jul-13,native,121,y,n,2
saipan,ladtdn,5-Jul-13,native,126,y,n,2
saipan,ladtdn,5-Jul-13,native,130,y,n,5
saipan,ladtdn,5-Jul-13,native,134,y,n,2
guam,twolovers,31-Jul-13,disturbed,8,y,n,4
guam,twolovers,31-Jul-13,disturbed,17,y,y,4
guam,twolovers,31-Jul-13,disturbed,22,y,n,4
guam,twolovers,31-Jul-13,disturbed,25,y,y,4
guam,twolovers,31-Jul-13,disturbed,26,y,n,4
guam,twolovers,31-Jul-13,disturbed,30,y,n,4
guam,twolovers,31-Jul-13,disturbed,36,y,n,4
guam,twolovers,31-Jul-13,disturbed,40,y,n,4
guam,twolovers,31-Jul-13,disturbed,41,y,y,4
guam,twolovers,31-Jul-13,disturbed,52,y,n,2
guam,twolovers,31-Jul-13,disturbed,79,y,n,1
guam,twolovers,31-Jul-13,disturbed,89,y,n,1
guam,twolovers,31-Jul-13,disturbed,92,y,n,2
guam,twolovers,31-Jul-13,disturbed,102,y,n,2
guam,twolovers,31-Jul-13,disturbed,103,y,n,2
guam,twolovers,31-Jul-13,disturbed,105,y,y,4
guam,twolovers,31-Jul-13,disturbed,115,y,y,4
guam,twolovers,31-Jul-13,disturbed,117,y,y,4
guam,twolovers,31-Jul-13,disturbed,139,y,y,4
guam,twolovers,31-Jul-13,disturbed,141,y,n,1
guam,southblas,31-Jul-13,native,55,y,n,1
guam,southblas,31-Jul-13,native,79,y,n,1
guam,southblas,31-Jul-13,native,85,y,n,1
guam,southblas,31-Jul-13,native,111,y,n,1
guam,southblas,31-Jul-13,native,118,y,n,1
guam,southblas,31-Jul-13,native,119,y,y,5
guam,marbo,1-Aug-13,disturbed,5,y,n,1
guam,marbo,1-Aug-13,disturbed,13,y,n,1
guam,marbo,1-Aug-13,disturbed,15,y,n,1
guam,marbo,1-Aug-13,disturbed,17,y,n,1
guam,marbo,1-Aug-13,disturbed,25,y,n,1
guam,marbo,1-Aug-13,disturbed,27,y,n,1
guam,marbo,1-Aug-13,disturbed,31,y,y,5
guam,marbo,1-Aug-13,disturbed,32,y,n,1
guam,marbo,1-Aug-13,disturbed,33,y,n,1
guam,marbo,1-Aug-13,disturbed,74,y,n,1
guam,marbo,1-Aug-13,disturbed,80,y,n,1
guam,marbo,1-Aug-13,disturbed,101,y,n,1
guam,marbo,1-Aug-13,disturbed,110,y,n,5
guam,marbo,1-Aug-13,disturbed,117,y,n,1
guam,marbo,1-Aug-13,disturbed,130,y,n,1
guam,marbo,1-Aug-13,disturbed,133,y,n,1
guam,anao,1-Aug-13,native,18,y,n,1
guam,anao,1-Aug-13,native,36,y,n,1
guam,anao,1-Aug-13,native,37,y,y,1
guam,anao,1-Aug-13,native,38,y,n,1
guam,anao,1-Aug-13,native,43,y,n,1
guam,anao,1-Aug-13,native,58,y,n,1
guam,anao,1-Aug-13,native,68,y,n,1
guam,anao,1-Aug-13,native,70,y,n,1
guam,anao,1-Aug-13,native,73,y,n,1
guam,anao,1-Aug-13,native,106,y,n,2
guam,anao,1-Aug-13,native,125,y,n,2
guam,anao,1-Aug-13,native,130,y,n,2
guam,anao,1-Aug-13,native,141,y,n,1
guam,anao,1-Aug-13,native,147,y,n,1
