island,site,date,type,number,result,ground
rota,palii,16-Jul-13,native,1,0,n
rota,palii,16-Jul-13,native,2,0,n
rota,palii,16-Jul-13,native,3,0,n
rota,palii,16-Jul-13,native,6,0,n
rota,palii,16-Jul-13,native,7,0,n
rota,palii,16-Jul-13,native,8,0,n
rota,palii,16-Jul-13,native,9,0,n
rota,palii,16-Jul-13,native,10,0,n
rota,palii,16-Jul-13,native,11,0,n
rota,palii,16-Jul-13,native,12,0,n
rota,palii,16-Jul-13,native,13,0,n
rota,palii,16-Jul-13,native,14,0,n
rota,palii,16-Jul-13,native,15,0,n
rota,palii,16-Jul-13,native,16,0,n
rota,palii,16-Jul-13,native,17,0,n
rota,palii,16-Jul-13,native,18,0,n
rota,palii,16-Jul-13,native,19,0,n
rota,palii,16-Jul-13,native,20,0,n
rota,palii,16-Jul-13,native,21,0,n
rota,palii,16-Jul-13,native,22,0,n
rota,palii,16-Jul-13,native,23,0,n
rota,palii,16-Jul-13,native,24,0,n
rota,palii,16-Jul-13,native,27,0,n
rota,palii,16-Jul-13,native,28,0,n
rota,palii,16-Jul-13,native,29,0,n
rota,palii,16-Jul-13,native,31,0,n
rota,palii,16-Jul-13,native,32,0,n
rota,palii,16-Jul-13,native,34,0,n
rota,palii,16-Jul-13,native,36,0,n
rota,palii,16-Jul-13,native,37,0,n
rota,palii,16-Jul-13,native,38,0,n
rota,palii,16-Jul-13,native,39,0,n
rota,palii,16-Jul-13,native,40,0,n
rota,palii,16-Jul-13,native,41,0,n
rota,palii,16-Jul-13,native,42,0,n
rota,palii,16-Jul-13,native,43,0,n
rota,palii,16-Jul-13,native,44,0,n
rota,palii,16-Jul-13,native,45,0,n
rota,palii,16-Jul-13,native,46,0,n
rota,palii,16-Jul-13,native,48,0,n
rota,palii,16-Jul-13,native,51,0,n
rota,palii,16-Jul-13,native,54,0,n
rota,palii,16-Jul-13,native,55,0,n
rota,palii,16-Jul-13,native,57,0,n
rota,palii,16-Jul-13,native,58,0,n
rota,palii,16-Jul-13,native,59,0,n
rota,palii,16-Jul-13,native,61,0,n
rota,palii,16-Jul-13,native,62,0,n
rota,palii,16-Jul-13,native,63,0,n
rota,palii,16-Jul-13,native,65,0,n
rota,palii,16-Jul-13,native,66,0,n
rota,palii,16-Jul-13,native,68,0,y
rota,palii,16-Jul-13,native,69,0,n
rota,palii,16-Jul-13,native,71,0,n
rota,palii,16-Jul-13,native,72,0,n
rota,palii,16-Jul-13,native,73,0,n
rota,palii,16-Jul-13,native,74,0,n
rota,palii,16-Jul-13,native,76,0,n
rota,palii,16-Jul-13,native,77,0,n
rota,palii,16-Jul-13,native,78,0,n
rota,palii,16-Jul-13,native,79,0,n
rota,palii,16-Jul-13,native,80,0,n
rota,palii,16-Jul-13,native,82,0,n
rota,palii,16-Jul-13,native,83,0,n
rota,palii,16-Jul-13,native,84,0,n
rota,palii,16-Jul-13,native,86,0,n
rota,palii,16-Jul-13,native,87,0,n
rota,palii,16-Jul-13,native,88,0,n
rota,palii,16-Jul-13,native,89,0,n
rota,palii,16-Jul-13,native,90,0,n
rota,palii,16-Jul-13,native,91,0,n
rota,palii,16-Jul-13,native,93,0,n
rota,palii,16-Jul-13,native,95,0,n
rota,palii,16-Jul-13,native,96,0,n
rota,palii,16-Jul-13,native,97,0,n
rota,palii,16-Jul-13,native,100,0,n
rota,palii,16-Jul-13,native,101,0,n
rota,palii,16-Jul-13,native,102,0,n
rota,palii,16-Jul-13,native,103,0,n
rota,palii,16-Jul-13,native,104,0,n
rota,palii,16-Jul-13,native,105,0,n
rota,palii,16-Jul-13,native,106,0,n
rota,palii,16-Jul-13,native,107,0,n
rota,palii,16-Jul-13,native,109,0,n
rota,palii,16-Jul-13,native,110,0,n
rota,palii,16-Jul-13,native,112,0,n
rota,palii,16-Jul-13,native,114,0,n
rota,palii,16-Jul-13,native,115,0,n
rota,palii,16-Jul-13,native,116,0,n
rota,palii,16-Jul-13,native,117,0,n
rota,palii,16-Jul-13,native,118,0,n
rota,palii,16-Jul-13,native,119,0,n
rota,palii,16-Jul-13,native,121,0,n
rota,palii,16-Jul-13,native,122,0,n
rota,palii,16-Jul-13,native,123,0,n
rota,palii,16-Jul-13,native,124,0,n
rota,palii,16-Jul-13,native,125,0,n
rota,palii,16-Jul-13,native,126,0,n
rota,palii,16-Jul-13,native,128,0,n
rota,palii,16-Jul-13,native,129,0,n
rota,palii,16-Jul-13,native,131,0,n
rota,palii,16-Jul-13,native,132,0,n
rota,palii,16-Jul-13,native,133,0,n
rota,palii,16-Jul-13,native,134,0,n
rota,palii,16-Jul-13,native,135,0,n
rota,palii,16-Jul-13,native,136,0,n
rota,palii,16-Jul-13,native,139,0,n
rota,palii,16-Jul-13,native,140,0,n
rota,palii,16-Jul-13,native,141,0,n
rota,palii,16-Jul-13,native,142,0,n
rota,palii,16-Jul-13,native,143,0,n
rota,palii,16-Jul-13,native,144,0,n
rota,palii,16-Jul-13,native,145,0,n
rota,palii,16-Jul-13,native,147,0,n
rota,palii,16-Jul-13,native,148,0,n
rota,palii,16-Jul-13,native,149,0,n
rota,palii,16-Jul-13,native,150,0,n
rota,grvp,16-Jul-13,native,2,0,n
rota,grvp,16-Jul-13,native,3,0,n
rota,grvp,16-Jul-13,native,4,0,n
rota,grvp,16-Jul-13,native,5,0,n
rota,grvp,16-Jul-13,native,6,0,n
rota,grvp,16-Jul-13,native,7,0,n
rota,grvp,16-Jul-13,native,9,0,n
rota,grvp,16-Jul-13,native,11,0,n
rota,grvp,16-Jul-13,native,12,0,n
rota,grvp,16-Jul-13,native,14,0,n
rota,grvp,16-Jul-13,native,15,0,n
rota,grvp,16-Jul-13,native,16,0,n
rota,grvp,16-Jul-13,native,17,0,n
rota,grvp,16-Jul-13,native,18,0,n
rota,grvp,16-Jul-13,native,19,0,n
rota,grvp,16-Jul-13,native,20,0,y
rota,grvp,16-Jul-13,native,21,0,n
rota,grvp,16-Jul-13,native,22,0,n
rota,grvp,16-Jul-13,native,23,0,n
rota,grvp,16-Jul-13,native,24,0,n
rota,grvp,16-Jul-13,native,26,0,n
rota,grvp,16-Jul-13,native,27,0,n
rota,grvp,16-Jul-13,native,29,0,n
rota,grvp,16-Jul-13,native,30,0,n
rota,grvp,16-Jul-13,native,31,0,n
rota,grvp,16-Jul-13,native,32,0,n
rota,grvp,16-Jul-13,native,33,0,n
rota,grvp,16-Jul-13,native,34,0,n
rota,grvp,16-Jul-13,native,36,0,n
rota,grvp,16-Jul-13,native,37,0,n
rota,grvp,16-Jul-13,native,38,0,n
rota,grvp,16-Jul-13,native,39,0,n
rota,grvp,16-Jul-13,native,40,0,n
rota,grvp,16-Jul-13,native,41,0,n
rota,grvp,16-Jul-13,native,42,0,n
rota,grvp,16-Jul-13,native,43,0,n
rota,grvp,16-Jul-13,native,44,0,n
rota,grvp,16-Jul-13,native,45,0,n
rota,grvp,16-Jul-13,native,46,0,n
rota,grvp,16-Jul-13,native,47,0,n
rota,grvp,16-Jul-13,native,48,0,n
rota,grvp,16-Jul-13,native,51,0,n
rota,grvp,16-Jul-13,native,52,0,n
rota,grvp,16-Jul-13,native,53,0,n
rota,grvp,16-Jul-13,native,54,0,n
rota,grvp,16-Jul-13,native,55,0,n
rota,grvp,16-Jul-13,native,57,0,n
rota,grvp,16-Jul-13,native,58,0,n
rota,grvp,16-Jul-13,native,59,0,n
rota,grvp,16-Jul-13,native,60,0,n
rota,grvp,16-Jul-13,native,61,0,n
rota,grvp,16-Jul-13,native,62,0,n
rota,grvp,16-Jul-13,native,63,0,n
rota,grvp,16-Jul-13,native,64,0,n
rota,grvp,16-Jul-13,native,65,0,n
rota,grvp,16-Jul-13,native,66,0,n
rota,grvp,16-Jul-13,native,68,0,n
rota,grvp,16-Jul-13,native,69,0,n
rota,grvp,16-Jul-13,native,70,0,n
rota,grvp,16-Jul-13,native,71,0,n
rota,grvp,16-Jul-13,native,72,0,n
rota,grvp,16-Jul-13,native,73,0,n
rota,grvp,16-Jul-13,native,75,0,n
rota,grvp,16-Jul-13,native,76,0,n
rota,grvp,16-Jul-13,native,77,0,n
rota,grvp,16-Jul-13,native,78,0,n
rota,grvp,16-Jul-13,native,79,0,n
rota,grvp,16-Jul-13,native,80,0,n
rota,grvp,16-Jul-13,native,82,0,n
rota,grvp,16-Jul-13,native,84,0,n
rota,grvp,16-Jul-13,native,86,0,n
rota,grvp,16-Jul-13,native,88,0,n
rota,grvp,16-Jul-13,native,89,0,n
rota,grvp,16-Jul-13,native,91,0,n
rota,grvp,16-Jul-13,native,92,0,n
rota,grvp,16-Jul-13,native,93,0,n
rota,grvp,16-Jul-13,native,94,0,n
rota,grvp,16-Jul-13,native,95,0,n
rota,grvp,16-Jul-13,native,96,0,n
rota,grvp,16-Jul-13,native,97,0,n
rota,grvp,16-Jul-13,native,98,0,n
rota,grvp,16-Jul-13,native,99,0,n
rota,grvp,16-Jul-13,native,100,0,n
rota,grvp,16-Jul-13,native,101,0,n
rota,grvp,16-Jul-13,native,102,0,n
rota,grvp,16-Jul-13,native,103,0,n
rota,grvp,16-Jul-13,native,104,0,n
rota,grvp,16-Jul-13,native,105,0,n
rota,grvp,16-Jul-13,native,106,0,n
rota,grvp,16-Jul-13,native,107,0,n
rota,grvp,16-Jul-13,native,108,0,n
rota,grvp,16-Jul-13,native,109,0,n
rota,grvp,16-Jul-13,native,110,0,n
rota,grvp,16-Jul-13,native,112,0,n
rota,grvp,16-Jul-13,native,113,0,n
rota,grvp,16-Jul-13,native,114,0,n
rota,grvp,16-Jul-13,native,115,0,n
rota,grvp,16-Jul-13,native,116,0,n
rota,grvp,16-Jul-13,native,117,0,n
rota,grvp,16-Jul-13,native,118,0,n
rota,grvp,16-Jul-13,native,119,0,n
rota,grvp,16-Jul-13,native,120,0,n
rota,grvp,16-Jul-13,native,121,0,n
rota,grvp,16-Jul-13,native,124,0,n
rota,grvp,16-Jul-13,native,125,0,n
rota,grvp,16-Jul-13,native,126,0,n
rota,grvp,16-Jul-13,native,127,0,n
rota,grvp,16-Jul-13,native,128,0,n
rota,grvp,16-Jul-13,native,129,0,n
rota,grvp,16-Jul-13,native,130,0,n
rota,grvp,16-Jul-13,native,131,0,n
rota,grvp,16-Jul-13,native,132,0,n
rota,grvp,16-Jul-13,native,133,0,n
rota,grvp,16-Jul-13,native,135,0,n
rota,grvp,16-Jul-13,native,136,0,n
rota,grvp,16-Jul-13,native,137,0,n
rota,grvp,16-Jul-13,native,138,0,n
rota,grvp,16-Jul-13,native,139,0,n
rota,grvp,16-Jul-13,native,141,0,n
rota,grvp,16-Jul-13,native,142,0,n
rota,grvp,16-Jul-13,native,143,0,n
rota,grvp,16-Jul-13,native,144,0,n
rota,grvp,16-Jul-13,native,145,0,n
rota,grvp,16-Jul-13,native,147,0,n
rota,grvp,16-Jul-13,native,148,0,n
rota,grvp,16-Jul-13,native,149,0,n
rota,grvp,16-Jul-13,native,150,0,n
rota,tweksberry,17-Jul-13,disturbed,2,0,n
rota,tweksberry,17-Jul-13,disturbed,3,0,n
rota,tweksberry,17-Jul-13,disturbed,4,0,n
rota,tweksberry,17-Jul-13,disturbed,5,0,n
rota,tweksberry,17-Jul-13,disturbed,6,0,n
rota,tweksberry,17-Jul-13,disturbed,7,0,n
rota,tweksberry,17-Jul-13,disturbed,8,0,n
rota,tweksberry,17-Jul-13,disturbed,9,0,n
rota,tweksberry,17-Jul-13,disturbed,10,0,n
rota,tweksberry,17-Jul-13,disturbed,14,0,n
rota,tweksberry,17-Jul-13,disturbed,18,0,n
rota,tweksberry,17-Jul-13,disturbed,19,0,n
rota,tweksberry,17-Jul-13,disturbed,20,0,n
rota,tweksberry,17-Jul-13,disturbed,24,0,n
rota,tweksberry,17-Jul-13,disturbed,25,0,n
rota,tweksberry,17-Jul-13,disturbed,27,0,n
rota,tweksberry,17-Jul-13,disturbed,28,0,n
rota,tweksberry,17-Jul-13,disturbed,29,0,n
rota,tweksberry,17-Jul-13,disturbed,30,0,n
rota,tweksberry,17-Jul-13,disturbed,31,0,n
rota,tweksberry,17-Jul-13,disturbed,32,0,n
rota,tweksberry,17-Jul-13,disturbed,34,0,n
rota,tweksberry,17-Jul-13,disturbed,37,0,n
rota,tweksberry,17-Jul-13,disturbed,39,0,n
rota,tweksberry,17-Jul-13,disturbed,41,0,n
rota,tweksberry,17-Jul-13,disturbed,45,0,n
rota,tweksberry,17-Jul-13,disturbed,46,0,n
rota,tweksberry,17-Jul-13,disturbed,47,0,n
rota,tweksberry,17-Jul-13,disturbed,48,0,n
rota,tweksberry,17-Jul-13,disturbed,49,0,n
rota,tweksberry,17-Jul-13,disturbed,51,0,n
rota,tweksberry,17-Jul-13,disturbed,52,0,n
rota,tweksberry,17-Jul-13,disturbed,53,0,n
rota,tweksberry,17-Jul-13,disturbed,54,0,n
rota,tweksberry,17-Jul-13,disturbed,56,0,n
rota,tweksberry,17-Jul-13,disturbed,57,0,n
rota,tweksberry,17-Jul-13,disturbed,58,0,n
rota,tweksberry,17-Jul-13,disturbed,59,0,n
rota,tweksberry,17-Jul-13,disturbed,60,0,n
rota,tweksberry,17-Jul-13,disturbed,62,0,n
rota,tweksberry,17-Jul-13,disturbed,63,0,n
rota,tweksberry,17-Jul-13,disturbed,64,0,n
rota,tweksberry,17-Jul-13,disturbed,65,0,n
rota,tweksberry,17-Jul-13,disturbed,66,0,n
rota,tweksberry,17-Jul-13,disturbed,67,0,n
rota,tweksberry,17-Jul-13,disturbed,71,0,n
rota,tweksberry,17-Jul-13,disturbed,76,0,n
rota,tweksberry,17-Jul-13,disturbed,77,0,n
rota,tweksberry,17-Jul-13,disturbed,78,0,n
rota,tweksberry,17-Jul-13,disturbed,79,0,n
rota,tweksberry,17-Jul-13,disturbed,81,0,n
rota,tweksberry,17-Jul-13,disturbed,83,0,n
rota,tweksberry,17-Jul-13,disturbed,84,0,n
rota,tweksberry,17-Jul-13,disturbed,86,0,n
rota,tweksberry,17-Jul-13,disturbed,87,0,n
rota,tweksberry,17-Jul-13,disturbed,88,0,n
rota,tweksberry,17-Jul-13,disturbed,89,0,n
rota,tweksberry,17-Jul-13,disturbed,90,0,n
rota,tweksberry,17-Jul-13,disturbed,91,0,n
rota,tweksberry,17-Jul-13,disturbed,92,0,n
rota,tweksberry,17-Jul-13,disturbed,93,0,n
rota,tweksberry,17-Jul-13,disturbed,94,0,n
rota,tweksberry,17-Jul-13,disturbed,95,0,n
rota,tweksberry,17-Jul-13,disturbed,96,0,n
rota,tweksberry,17-Jul-13,disturbed,97,0,n
rota,tweksberry,17-Jul-13,disturbed,98,0,n
rota,tweksberry,17-Jul-13,disturbed,99,0,n
rota,tweksberry,17-Jul-13,disturbed,100,0,n
rota,tweksberry,17-Jul-13,disturbed,101,0,n
rota,tweksberry,17-Jul-13,disturbed,105,0,n
rota,tweksberry,17-Jul-13,disturbed,106,0,n
rota,tweksberry,17-Jul-13,disturbed,107,0,n
rota,tweksberry,17-Jul-13,disturbed,110,0,n
rota,tweksberry,17-Jul-13,disturbed,111,0,n
rota,tweksberry,17-Jul-13,disturbed,112,0,n
rota,tweksberry,17-Jul-13,disturbed,113,0,n
rota,tweksberry,17-Jul-13,disturbed,115,0,n
rota,tweksberry,17-Jul-13,disturbed,116,0,n
rota,tweksberry,17-Jul-13,disturbed,117,0,n
rota,tweksberry,17-Jul-13,disturbed,118,0,n
rota,tweksberry,17-Jul-13,disturbed,119,0,n
rota,tweksberry,17-Jul-13,disturbed,120,0,n
rota,tweksberry,17-Jul-13,disturbed,121,0,n
rota,tweksberry,17-Jul-13,disturbed,122,0,n
rota,tweksberry,17-Jul-13,disturbed,124,0,n
rota,tweksberry,17-Jul-13,disturbed,125,0,n
rota,tweksberry,17-Jul-13,disturbed,126,0,n
rota,tweksberry,17-Jul-13,disturbed,127,0,n
rota,tweksberry,17-Jul-13,disturbed,128,0,n
rota,tweksberry,17-Jul-13,disturbed,129,0,n
rota,tweksberry,17-Jul-13,disturbed,130,0,n
rota,tweksberry,17-Jul-13,disturbed,131,0,n
rota,tweksberry,17-Jul-13,disturbed,133,0,n
rota,tweksberry,17-Jul-13,disturbed,135,0,n
rota,tweksberry,17-Jul-13,disturbed,137,0,n
rota,tweksberry,17-Jul-13,disturbed,141,0,n
rota,tweksberry,17-Jul-13,disturbed,143,0,n
rota,tweksberry,17-Jul-13,disturbed,144,0,n
rota,tweksberry,17-Jul-13,disturbed,146,0,n
rota,tweksberry,17-Jul-13,disturbed,147,0,n
rota,tweksberry,17-Jul-13,disturbed,148,0,n
rota,tweksberry,17-Jul-13,disturbed,150,0,n
rota,calvo,18-Jul-13,disturbed,1,0,n
rota,calvo,18-Jul-13,disturbed,3,0,n
rota,calvo,18-Jul-13,disturbed,5,0,n
rota,calvo,18-Jul-13,disturbed,6,0,n
rota,calvo,18-Jul-13,disturbed,7,0,n
rota,calvo,18-Jul-13,disturbed,8,0,n
rota,calvo,18-Jul-13,disturbed,10,0,y
rota,calvo,18-Jul-13,disturbed,11,0,n
rota,calvo,18-Jul-13,disturbed,12,0,n
rota,calvo,18-Jul-13,disturbed,13,0,n
rota,calvo,18-Jul-13,disturbed,14,0,n
rota,calvo,18-Jul-13,disturbed,16,0,n
rota,calvo,18-Jul-13,disturbed,20,0,n
rota,calvo,18-Jul-13,disturbed,21,0,n
rota,calvo,18-Jul-13,disturbed,22,0,n
rota,calvo,18-Jul-13,disturbed,23,0,n
rota,calvo,18-Jul-13,disturbed,24,0,n
rota,calvo,18-Jul-13,disturbed,25,0,n
rota,calvo,18-Jul-13,disturbed,27,0,n
rota,calvo,18-Jul-13,disturbed,28,0,n
rota,calvo,18-Jul-13,disturbed,30,0,n
rota,calvo,18-Jul-13,disturbed,32,0,n
rota,calvo,18-Jul-13,disturbed,33,0,n
rota,calvo,18-Jul-13,disturbed,34,0,n
rota,calvo,18-Jul-13,disturbed,35,0,n
rota,calvo,18-Jul-13,disturbed,36,0,n
rota,calvo,18-Jul-13,disturbed,37,0,n
rota,calvo,18-Jul-13,disturbed,38,0,n
rota,calvo,18-Jul-13,disturbed,39,0,n
rota,calvo,18-Jul-13,disturbed,40,0,n
rota,calvo,18-Jul-13,disturbed,41,0,n
rota,calvo,18-Jul-13,disturbed,42,0,n
rota,calvo,18-Jul-13,disturbed,46,0,n
rota,calvo,18-Jul-13,disturbed,47,0,n
rota,calvo,18-Jul-13,disturbed,48,0,n
rota,calvo,18-Jul-13,disturbed,49,0,n
rota,calvo,18-Jul-13,disturbed,50,0,n
rota,calvo,18-Jul-13,disturbed,51,0,n
rota,calvo,18-Jul-13,disturbed,52,0,n
rota,calvo,18-Jul-13,disturbed,53,0,n
rota,calvo,18-Jul-13,disturbed,54,0,n
rota,calvo,18-Jul-13,disturbed,55,0,n
rota,calvo,18-Jul-13,disturbed,56,0,n
rota,calvo,18-Jul-13,disturbed,57,0,n
rota,calvo,18-Jul-13,disturbed,58,0,n
rota,calvo,18-Jul-13,disturbed,59,0,n
rota,calvo,18-Jul-13,disturbed,60,0,n
rota,calvo,18-Jul-13,disturbed,62,0,n
rota,calvo,18-Jul-13,disturbed,63,0,n
rota,calvo,18-Jul-13,disturbed,64,0,n
rota,calvo,18-Jul-13,disturbed,65,0,n
rota,calvo,18-Jul-13,disturbed,66,0,n
rota,calvo,18-Jul-13,disturbed,67,0,n
rota,calvo,18-Jul-13,disturbed,69,0,n
rota,calvo,18-Jul-13,disturbed,70,0,n
rota,calvo,18-Jul-13,disturbed,72,0,n
rota,calvo,18-Jul-13,disturbed,73,0,n
rota,calvo,18-Jul-13,disturbed,74,0,n
rota,calvo,18-Jul-13,disturbed,76,0,n
rota,calvo,18-Jul-13,disturbed,78,0,n
rota,calvo,18-Jul-13,disturbed,80,0,n
rota,calvo,18-Jul-13,disturbed,82,0,n
rota,calvo,18-Jul-13,disturbed,84,0,n
rota,calvo,18-Jul-13,disturbed,85,0,n
rota,calvo,18-Jul-13,disturbed,86,0,n
rota,calvo,18-Jul-13,disturbed,87,0,n
rota,calvo,18-Jul-13,disturbed,88,0,n
rota,calvo,18-Jul-13,disturbed,89,0,n
rota,calvo,18-Jul-13,disturbed,90,0,n
rota,calvo,18-Jul-13,disturbed,91,0,n
rota,calvo,18-Jul-13,disturbed,92,0,n
rota,calvo,18-Jul-13,disturbed,93,0,n
rota,calvo,18-Jul-13,disturbed,94,0,n
rota,calvo,18-Jul-13,disturbed,95,0,n
rota,calvo,18-Jul-13,disturbed,96,0,n
rota,calvo,18-Jul-13,disturbed,97,0,n
rota,calvo,18-Jul-13,disturbed,98,0,n
rota,calvo,18-Jul-13,disturbed,99,0,n
rota,calvo,18-Jul-13,disturbed,100,0,n
rota,calvo,18-Jul-13,disturbed,101,0,n
rota,calvo,18-Jul-13,disturbed,102,0,n
rota,calvo,18-Jul-13,disturbed,103,0,n
rota,calvo,18-Jul-13,disturbed,105,0,n
rota,calvo,18-Jul-13,disturbed,106,0,y
rota,calvo,18-Jul-13,disturbed,107,0,n
rota,calvo,18-Jul-13,disturbed,108,0,n
rota,calvo,18-Jul-13,disturbed,109,0,n
rota,calvo,18-Jul-13,disturbed,110,0,n
rota,calvo,18-Jul-13,disturbed,111,0,n
rota,calvo,18-Jul-13,disturbed,112,0,y
rota,calvo,18-Jul-13,disturbed,113,0,n
rota,calvo,18-Jul-13,disturbed,114,0,n
rota,calvo,18-Jul-13,disturbed,115,0,n
rota,calvo,18-Jul-13,disturbed,117,0,n
rota,calvo,18-Jul-13,disturbed,118,0,n
rota,calvo,18-Jul-13,disturbed,119,0,n
rota,calvo,18-Jul-13,disturbed,120,0,n
rota,calvo,18-Jul-13,disturbed,121,0,n
rota,calvo,18-Jul-13,disturbed,122,0,n
rota,calvo,18-Jul-13,disturbed,123,0,n
rota,calvo,18-Jul-13,disturbed,126,0,n
rota,calvo,18-Jul-13,disturbed,127,0,n
rota,calvo,18-Jul-13,disturbed,128,0,n
rota,calvo,18-Jul-13,disturbed,129,0,n
rota,calvo,18-Jul-13,disturbed,130,0,n
rota,calvo,18-Jul-13,disturbed,131,0,n
rota,calvo,18-Jul-13,disturbed,132,0,n
rota,calvo,18-Jul-13,disturbed,134,0,n
rota,calvo,18-Jul-13,disturbed,135,0,n
rota,calvo,18-Jul-13,disturbed,137,0,n
rota,calvo,18-Jul-13,disturbed,138,0,n
rota,calvo,18-Jul-13,disturbed,139,0,n
rota,calvo,18-Jul-13,disturbed,140,0,n
rota,calvo,18-Jul-13,disturbed,141,0,n
rota,calvo,18-Jul-13,disturbed,142,0,n
rota,calvo,18-Jul-13,disturbed,145,0,n
rota,calvo,18-Jul-13,disturbed,146,0,n
rota,calvo,18-Jul-13,disturbed,147,0,n
rota,calvo,18-Jul-13,disturbed,148,0,n
rota,calvo,18-Jul-13,disturbed,149,0,n
rota,calvo,18-Jul-13,disturbed,150,0,n
saipan,ladtd,3-Jul-13,disturbed,1,0,n
saipan,ladtd,3-Jul-13,disturbed,2,0,n
saipan,ladtd,3-Jul-13,disturbed,3,0,n
saipan,ladtd,3-Jul-13,disturbed,5,0,n
saipan,ladtd,3-Jul-13,disturbed,7,0,n
saipan,ladtd,3-Jul-13,disturbed,8,0,n
saipan,ladtd,3-Jul-13,disturbed,9,0,n
saipan,ladtd,3-Jul-13,disturbed,10,0,n
saipan,ladtd,3-Jul-13,disturbed,11,0,n
saipan,ladtd,3-Jul-13,disturbed,12,0,n
saipan,ladtd,3-Jul-13,disturbed,13,0,n
saipan,ladtd,3-Jul-13,disturbed,14,0,n
saipan,ladtd,3-Jul-13,disturbed,19,0,n
saipan,ladtd,3-Jul-13,disturbed,22,0,n
saipan,ladtd,3-Jul-13,disturbed,24,0,n
saipan,ladtd,3-Jul-13,disturbed,26,0,n
saipan,ladtd,3-Jul-13,disturbed,27,0,n
saipan,ladtd,3-Jul-13,disturbed,29,0,n
saipan,ladtd,3-Jul-13,disturbed,30,0,n
saipan,ladtd,3-Jul-13,disturbed,31,0,n
saipan,ladtd,3-Jul-13,disturbed,32,0,n
saipan,ladtd,3-Jul-13,disturbed,33,0,n
saipan,ladtd,3-Jul-13,disturbed,34,0,n
saipan,ladtd,3-Jul-13,disturbed,35,0,n
saipan,ladtd,3-Jul-13,disturbed,36,0,n
saipan,ladtd,3-Jul-13,disturbed,37,0,n
saipan,ladtd,3-Jul-13,disturbed,42,0,n
saipan,ladtd,3-Jul-13,disturbed,44,0,n
saipan,ladtd,3-Jul-13,disturbed,46,0,n
saipan,ladtd,3-Jul-13,disturbed,47,0,n
saipan,ladtd,3-Jul-13,disturbed,49,0,n
saipan,ladtd,3-Jul-13,disturbed,50,0,n
saipan,ladtd,3-Jul-13,disturbed,52,0,n
saipan,ladtd,3-Jul-13,disturbed,53,0,n
saipan,ladtd,3-Jul-13,disturbed,54,0,n
saipan,ladtd,3-Jul-13,disturbed,55,0,n
saipan,ladtd,3-Jul-13,disturbed,56,0,n
saipan,ladtd,3-Jul-13,disturbed,60,0,n
saipan,ladtd,3-Jul-13,disturbed,63,0,n
saipan,ladtd,3-Jul-13,disturbed,67,0,n
saipan,ladtd,3-Jul-13,disturbed,68,0,n
saipan,ladtd,3-Jul-13,disturbed,69,0,n
saipan,ladtd,3-Jul-13,disturbed,70,0,n
saipan,ladtd,3-Jul-13,disturbed,71,0,n
saipan,ladtd,3-Jul-13,disturbed,72,0,n
